Date,Statement
2005-03-01,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 2 1/2 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 2 3/4 per cent. Since the release of the January Monetary Policy Report Update , the accumulated information on the Canadian and global economies has been broadly consistent with the Bank's expectations. Although the Canadian National Accounts indicated that output growth in the fourth quarter of 2004 was somewhat lower than anticipated in the Update , upward revisions to growth earlier in the year imply a level of economic activity at year end that is in line with the Bank's expectations. The outlook for the Canadian economy and inflation, the analysis of the factors at play, and the implications for the pace of reduction in monetary stimulus are essentially unchanged from those that the Bank presented in January's Update . Consistent with this assessment, the Bank decided to leave the target for the overnight rate unchanged."
2005-04-12,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 2 1/2 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 2 3/4 per cent. Data received since the Bank's last interest rate announcement on 1 March indicate that the Canadian and global economies have been evolving largely as expected. There is increasing evidence that the Canadian economy is adjusting to global developments. The Bank's outlook for the Canadian economy through to the end of 2006 is essentially unchanged from that in the January Monetary Policy Report Update , with growth this year and next expected to come primarily from strength in domestic demand. In these circumstances, the Bank decided to leave the target for the overnight rate unchanged. As the economy moves back to its production capacity in the second half of 2006, core inflation is projected to return to the 2 per cent target around the end of next year. In line with this outlook, a reduction of monetary stimulus will be required over time. There are both upside and downside risks to the outlook, which continue to relate largely to global developments, the associated relative price changes, and the adjustment of the Canadian economy. The details of the Bank's outlook for output and inflation and an analysis of the risks and uncertainties related to this outlook will be discussed in the Monetary Policy Report , to be released on 14 April 2005."
2005-05-25,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 2 1/2 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 2 3/4 per cent. Global and Canadian economic data received since the last interest rate announcement on 12 April have been broadly in line with expectations. The Bank's outlook for the Canadian economy through to the end of 2006 is unchanged from that in the April Monetary Policy Report MPR . Growth this year and next is still expected to come primarily from domestic demand. Consistent with the analysis in the MPR , the Canadian economy is expected to move back to its production capacity in the second half of 2006, with core inflation projected to return to 2 per cent around the end of next year. In line with this outlook, a reduction of monetary stimulus will be required over time. The outlook remains subject to both upside and downside risks. These risks relate largely to global developments, the associated relative price changes, and the adjustment of the Canadian economy."
2005-07-12,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 2 1/2 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 2 3/4 per cent. Global and Canadian economic developments since the 25 May interest rate announcement have been broadly consistent with the Bank's expectations. In Canada, further progress has been made in adjusting to global developments, and the economy is operating close to its production capacity. The Bank's outlook for output and inflation in Canada is little changed from the April Monetary Policy Report . The economy is thus projected to continue to operate near its production capacity this year and next, and inflation is expected to return to 2 per cent by the end of 2006. To support aggregate demand and facilitate the adjustment of the Canadian economy to global developments, the Bank has held the target for the overnight rate unchanged since October 2004. However, in line with the Bank's outlook, some reduction in the amount of monetary stimulus will be required in the near term to keep aggregate demand and supply in balance and inflation on target. The risks to the outlook through 2006 appear balanced, but over the medium term risks related to global imbalances are increasing. The Bank's outlook for output and inflation will be discussed in the Monetary Policy Report Update , to be published on 14 July 2005."
2005-09-07,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 2 3/4 per cent. The operating band for the overnight rate is correspondingly increased, and the Bank Rate is now 3 per cent. Information received since the July Monetary Policy Report Update MPRU indicates that the global and Canadian economies have generally evolved in line with the Bank's expectations, but world energy prices have moved above levels assumed at that time. Core and total CPI inflation in July were slightly below expectations, and the pace of growth and level of activity in the Canadian economy in the second quarter were somewhat higher than had been expected. With the economy operating close to full capacity, and consistent with the Bank's analysis in the MPRU , today's interest rate increase will help to promote a balance between aggregate demand and supply in the economy and keep inflation on target over the medium term. Hurricane Katrina has taken a tragic human toll in the U.S. gulf states. The Bank's preliminary assessment is that the hurricane's disruption to the U.S. economy is likely to translate into somewhat lower output growth in the United States over the balance of 2005 and somewhat higher growth in 2006. The overall impact on Canadian economic activity will probably be modest, although there will be a temporary spike in consumer prices, reflecting higher prices for gasoline and heating fuels. Despite developments associated with higher energy prices, risks to the Bank's outlook for the Canadian economy through 2006 still appear to be reasonably balanced. Over the medium term, however, there is increasing risk that the correction of global current account imbalances could involve a period of weakness in world aggregate demand. With the Canadian economy operating close to capacity and the stance of monetary policy still stimulative, the Bank will be monitoring developments closely and continuing to assess underlying trends in the economy and their implications for keeping inflation on target over the medium term."
2005-10-18,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 3 per cent. The operating band for the overnight rate is correspondingly increased, and the Bank Rate is now 3 1/4 per cent. The global and Canadian economies have continued to grow at a solid pace. At the same time, there have been significant movements in energy prices and the Canadian dollar has traded in a higher range against the U.S. dollar and other major currencies. Overall, the Canadian economy now appears to be operating at its full production capacity. The Bank projects that the Canadian economy will continue to operate at about its production potential through 2007. CPI and core inflation are projected to be 2 per cent in the second half of 2006, although CPI inflation is expected to average near 3 per cent until then, boosted by high energy prices. Short term risks to this projection appear to be balanced. But as we look further out to 2007 and beyond, there are increasing risks that the unwinding of global economic imbalances could involve a period of weak global growth. In line with the Bank's outlook, and given that the Canadian economy now appears to be operating at capacity, some further reduction of monetary stimulus will be required to maintain a balance between aggregate supply and demand over the next four to six quarters, and to keep inflation on target. However, with the risks to the global outlook tilted to the downside as we look to 2007 and beyond, the Bank will monitor international developments particularly closely. More generally, the Bank will continue to assess the adjustments and underlying trends in the Canadian economy, as well as the balance of risks, as it conducts monetary policy to keep inflation on target over the medium term. The details of the Bank's outlook for output and inflation and an analysis of the risks and uncertainties related to this outlook will be discussed in the Monetary Policy Report , to be released on 20 October 2005."
2005-12-06,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 3 1/4 per cent. The operating band for the overnight rate is correspondingly increased, and the Bank Rate is now 3 1/2 per cent. Information received since the October Monetary Policy Report MPR indicates that the Canadian and global economies have been evolving largely in line with the Bank's expectations. In Canada, despite somewhat stronger than expected output growth in the third quarter, the Bank expects the level of economic activity at the end of 2005 to be about as projected in the MPR . Total CPI inflation, at 2.6 per cent in October, has come down more quickly than expected, primarily reflecting a rapid decline in gasoline prices. Core inflation, at 1.7 per cent in October, is in line with the Bank's projection. Overall, the Bank's outlook for the economy and inflation through 2006 and 2007 is broadly unchanged from October. The Bank continues to judge that the risks to the outlook are balanced over the short term, but are tilted to the downside through 2007 and beyond. In line with the outlook, some further reduction in monetary stimulus will be required to maintain a balance between aggregate supply and demand over the next four to six quarters and keep inflation on target. The Bank will continue to monitor international developments particularly closely and to assess the adjustments and underlying trends in the Canadian economy, as well as the balance of risks, as it conducts monetary policy to keep inflation on target over the medium term."
2006-01-24,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 3 1/2 per cent. The operating band for the overnight rate is correspondingly increased, and the Bank Rate is now 3 3/4 per cent. Information received since the last interest rate announcement on 6 December indicates that the Canadian and global economies are evolving essentially in line with the Bank's expectations as set out in the October Monetary Policy Report MPR . The Canadian economy continues to adjust to global developments and to the associated changes in relative prices. CPI inflation, at 2.3 per cent in the fourth quarter of 2005, was lower than expected primarily because of lower gasoline prices. As anticipated, core inflation remained stable at 1.6 per cent. The level of economic activity at year end was close to expectations. The outlook for growth and inflation in Canada is similar to that in the October MPR . The Bank continues to judge that the Canadian economy is operating at its production capacity and will grow roughly in line with production potential through 2007. CPI and core inflation should return to the 2 per cent target by the first half of 2007. Risks to the Bank's projection remain balanced for 2006 and tilted to the downside through 2007 and beyond. Further details of the Bank's outlook for output and inflation will be discussed in the Monetary Policy Report Update , to be released on 26 January 2006. In line with the Bank's base case projection and current assessment of risks, some modest further increase in the policy interest rate would be required to keep aggregate supply and demand in balance and inflation on target over the medium term."
2006-03-07,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 3 3/4 per cent. The operating band for the overnight rate is correspondingly increased, and the Bank Rate is now 4 per cent. Information on the Canadian and global economies received since the January Monetary Policy Report Update has been broadly in line with the Bank's expectations, although the Canadian dollar has recently moved above the range that had been assumed in the Update . Real gross domestic product increased at an annual rate of 2.5 per cent in the fourth quarter of 2005, as the Bank had projected, and both CPI and core inflation have also come in as expected. Overall, indications are that the Canadian economy is continuing to operate at its full production capacity. Recent data do not alter the Bank's outlook for growth and inflation, including its assessment of risks, as set out in the January Update . Consistent with this view, some modest further increase in the policy interest rate may be required to keep aggregate supply and demand in balance and inflation on target over the medium term. The Bank will provide a full analysis of economic developments, trends, and risks in the next Monetary Policy Report , to be published on 27 April 2006."
2006-04-25,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 4 per cent. The operating band for the overnight rate is correspondingly increased, and the Bank Rate is now 4 1/4 per cent. The global economy has been growing at a robust pace, exhibiting a little more momentum than had been anticipated. This global strength and the associated higher prices of many commodities, together with strong domestic demand in Canada, have produced solid growth in the Canadian economy at a pace consistent with the Bank's outlook in the January Monetary Policy Report Update . At the same time, global competition and the past appreciation of the Canadian dollar continue to pose challenges for a number of sectors of the economy. All factors considered, the Canadian economy is judged to be operating at, or just above, its production capacity. High energy prices have kept total CPI inflation in Canada somewhat above the Bank's 2 per cent target. Core inflation has remained below 2 per cent owing to persistent downward pressure from prices of imported consumer goods. Against this backdrop, the Bank decided to raise its target for the overnight rate. Looking forward, the Bank projects that the Canadian economy will grow by 3.1 per cent in 2006, 3.0 per cent in 2007, and 2.9 per cent in 2008. Total CPI inflation is projected to average close to 2 per cent in 2007 and 2008 excluding the effect of any changes in the GST . The Bank judges that the risks to its projection are roughly balanced, with a small tilt to the downside later in the projection period. In line with the Bank's outlook for the Canadian economy, some modest further increase in the policy interest rate may be required to keep aggregate supply and demand in balance and inflation on target over the medium term. The Bank will closely monitor evolving developments in the Canadian economy in light of the cumulative increase in the policy interest rate since last September. A full analysis of economic developments, trends, and risks will be provided in the Monetary Policy Report , to be published on 27 April 2006."
2006-05-24,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 4 1/4 per cent. The operating band for the overnight rate is correspondingly increased, and the Bank Rate is now 4 1/2 per cent. The strong momentum in the global and Canadian economies has continued, although there has recently been an increased degree of volatility in commodity markets, foreign exchange markets, and financial markets more generally. Recent Canadian data confirm that domestic demand remains solid, and that both CPI and core inflation are evolving largely in line with the Bank's expectations. With today's increase, the target for the overnight rate is now at a level that is expected to keep the Canadian economy on the base case path projected in the April Monetary Policy Report MPR and to return inflation to the 2 per cent target. The Bank will monitor global and domestic economic and financial developments, including adjustments in the Canadian economy, relative to the projection set out in the MPR . The Bank continues to assess the risks to this projection to be as presented in the MPR ."
2007-01-16,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 4 1/4 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 4 1/2 per cent. Global economic expansion has remained robust, although economic growth in the United States slowed during 2006. With weaker U.S. growth, output growth in Canada decelerated, likely averaging about 1.6 per cent in the second half of 2006. This was largely due to reduced U.S. demand for building materials and motor vehicles which has adversely affected Canada's exports and to the need for Canadian businesses to adjust inventories. Final domestic demand in Canada has continued to contribute strongly to growth. Inflation has evolved largely in line with the Bank's expectations in the October Monetary Policy Report MPR , with total CPI inflation slightly lower than projected and core inflation slightly higher. The Bank judges that at the end of 2006, the Canadian economy was operating at, or just above, its production capacity. There are signs that a significant amount of the adjustment in the U.S. housing and automotive sectors has already taken place and that the inventory correction in Canada is well advanced. Accordingly, the Bank projects that economic growth in Canada will pick up to about 2 1/2 per cent in the first half of 2007, and that the economy will continue to operate near its production capacity throughout 2007 and 2008. Total CPI inflation should average just above 1 per cent in the first half of 2007, returning to the 2 per cent inflation target in early 2008. Core inflation should return to 2 per cent in the first half of 2007 and remain there. The Bank continues to judge that the risks to the inflation projection are roughly balanced, but the main upside and downside risks outlined in the October MPR have diminished somewhat. In line with the Bank's outlook, the current level of the target for the overnight rate is judged, at this time, to be consistent with achieving the inflation target over the medium term. An analysis of economic developments, trends, and risks will be outlined in the Monetary Policy Report Update , to be published on 18 January 2007."
2007-03-06,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 4 1/4 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 4 1/2 per cent. The Canadian and global economies are evolving broadly in line with the Bank's expectations as set out in the January Monetary Policy Report Update MPRU . Real gross domestic product in Canada increased in the fourth quarter of 2006 at a rate consistent with the Bank's projection in the MPRU , and both total CPI and core inflation have been largely as expected. At the end of 2006, the Canadian economy is judged to have been operating at, or just above, its production capacity. The Bank's outlook for output and inflation in Canada remains essentially unchanged from the MPRU . The Canadian economy is expected to continue to operate near its production capacity through 2007 and 2008. Total CPI inflation should average just above 1 per cent in the first half of 2007, returning to the 2 per cent target in 2008. Core inflation should remain near 2 per cent throughout this period. Despite recent volatility in global financial markets, the Bank continues to judge that the risks to its inflation projection are roughly balanced. The main downside risk continues to be that growth in the U.S. economy could be lower than expected. The main upside risk continues to be that household spending in Canada could be stronger than expected, largely because of borrowing against increased home equity. In line with the Bank's outlook, the current level of the target for the overnight rate is judged, at this time, to be consistent with achieving the inflation target over the medium term. The Bank will present a full and updated analysis of economic and financial developments, trends, and risks in the Monetary Policy Report , to be published on 26 April 2007."
2007-04-24,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 4 1/4 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 4 1/2 per cent. Growth of the Canadian economy has been essentially in line with the Bank's expectations as set out in the January Monetary Policy Report Update. But inflation has been higher than expected. Pressures on capacity over the past year have been stronger than previously judged. Also, food and gasoline prices have recently risen more than expected. After considering the full range of indicators, the Bank now judges that the Canadian economy was operating just above its production capacity in the first quarter of this year. Robust domestic demand continues to support Canada's economic growth. Stronger than expected growth outside North America has led to rising demand for, and prices of, many commodities. However, the slowing U.S. economy has had a moderating effect on growth in Canada. Over the projection horizon, domestic demand is the main driver of growth in Canada. With the U.S. slowdown now expected to be somewhat more prolonged than previously projected, net exports should exert a slightly greater drag on growth in 2007. The Canadian economy is projected to grow by 2.2 per cent in 2007 and 2.7 per cent in both 2008 and 2009, returning to its production capacity in the second half of 2007 and remaining there through 2008 and 2009. Core inflation is projected to decline to 2 per cent by the end of 2007. Total CPI inflation is projected to rise above the 2 per cent inflation target in the second half of this year, before returning to the target by mid 2008. The upside risk to the Bank's inflation projection is that the recent strength of inflation could be more persistent than projected. The downside risk continues to come from the possibility of a more pronounced slowdown in the U.S. economy. The Bank continues to judge that the risks to its inflation projection are roughly balanced, although there is now a slight tilt to the upside. The current level of the target for the overnight rate is judged, at this time, to be consistent with achieving the inflation target over the medium term. A full analysis of economic and financial developments, trends, and risks will be set out in the Bank's Monetary Policy Report , to be published on 26 April 2007."
2007-05-29,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 4 1/4 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 4 1/2 per cent. Information received since the April Monetary Policy Report MPR indicates that economic growth and inflation in Canada in the first part of this year have been stronger than the Bank was expecting. In April, both total CPI inflation, at 2.2 per cent, and core inflation, at 2.5 per cent, were above expectations. On the basis of available information, the Canadian economy is likely to have grown at an annual rate of about 3 1/2 per cent in the first quarter of this year a full percentage point higher than was estimated in the MPR . The Bank now judges that there is somewhat greater excess demand in the economy than was thought to be the case in April. U.S. economic activity has come in largely as expected and continuing robust growth outside North America has maintained the global demand for, and high prices of, many commodities produced in Canada. Against this overall backdrop, the Canadian dollar has risen appreciably above the range assumed in the Bank's April projection. On balance, the Bank judges that there is an increased risk that future inflation will persist above the 2 per cent inflation target and that some increase in the target for the overnight rate may be required in the near term to bring inflation back to the target. An updated analysis of the Bank's outlook for growth and inflation, including economic and financial developments, trends, and risks, will be set out in the Monetary Policy Report Update , to be published on 12 July 2007."
2007-07-10,"The Bank of Canada today announced that it is raising its target for the overnight rate by one quarter of one percentage point to 4 1/2 per cent. The operating band for the overnight rate is correspondingly increased, and the Bank Rate is now 4 3/4 per cent. Economic growth and inflation in Canada in the first half of this year have been stronger than expected in the April Monetary Policy Report MPR . Final domestic demand has remained the key driver of economic growth in Canada, bolstered by firm commodity prices. The Bank judges that the economy is now operating further above its production potential than was projected at the time of the April MPR . Both total CPI and core inflation have been higher than projected in April and are above the 2 per cent inflation target. Longer term interest rates have increased and the Canadian dollar has appreciated sharply, moving well above the trading range assumed in the last MPR . The Canadian economy is now projected to grow by 2.5 per cent in 2007, somewhat stronger than was expected in April, and to grow somewhat more slowly in 2008 and 2009 than previously projected. In this new projection, higher interest rates across the yield curve and a higher assumed range for the Canadian dollar of 93 to 95.5 cents U.S. act to moderate growth in 2008 and 2009 to an average of about 2 1/2 per cent. This brings aggregate demand and supply in Canada back into balance in 2009. Inflation is projected to be slightly higher and more persistent than in the April MPR . However, as excess demand diminishes, total CPI and core inflation should decline to 2 per cent by early 2009. There are both upside and downside risks to the Bank's inflation projection. The main upside risk is that household demand in Canada could be stronger than expected. The main downside risks are related to the higher Canadian dollar and the ongoing adjustment in the U.S. housing sector. In the context of the Bank's new projection, these risks appear to be roughly balanced. In line with this outlook, the Bank is raising the target for the overnight rate to 4 1/2 per cent. Some modest further increase in the overnight rate may be required to bring inflation back to the target over the medium term. An analysis of the Bank's outlook for growth and inflation, including economic and financial developments and risks to the projection, will be set out in the Monetary Policy Report Update , to be published on 12 July 2007."
2007-09-05,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 4 1/2 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 4 3/4 per cent. Near term prospects for economic growth outside North America appear to be slightly stronger than anticipated in the July Monetary Policy Report Update MPRU , while near term economic prospects for the United States are weaker than expected. It now seems likely that the adjustment in the U.S. residential housing sector will be more pronounced and protracted, exacerbated by recent developments in financial markets. On balance, this implies weaker demand for Canadian exports than had been expected at the time of the July MPRU . In Canada, total and core CPI inflation in July, at 2.2 per cent and 2.3 per cent respectively, continued to be above the inflation target but generally in line with the Bank's expectations. The Canadian dollar has also largely traded in the range assumed in the July MPRU . At the same time, the pace of economic growth in the first half of this year was above the Bank's expectations. It now appears that the Canadian economy is operating further above its production potential than was estimated in July. Domestic demand remains robust, buoyed by a continuing strong labour market and higher than expected increases in home sales and prices. However, recent developments in financial markets have led to some tightening of credit conditions for Canadian borrowers, which should temper growth in domestic demand. Against this background, the Bank judges that the current level of the target for the overnight rate is appropriate. However, there are significant upside and downside risks to the outlook for inflation. On the upside, there is a possibility that household demand in Canada could be stronger than anticipated, while on the downside the ongoing adjustment in the U.S. housing sector could be more severe and spill over to the U.S. economy more broadly. In addition, there is uncertainty about the extent and duration of the tightening of credit conditions in Canada and, hence, about the tempering effect this will have on growth in domestic demand. The Bank will continue to closely monitor evolving economic and financial developments. A full update of the Bank's outlook for growth and inflation, including risks to the projection, will be set out in the Monetary Policy Report , to be published on 18 October 2007."
2007-10-16,"The Bank of Canada today announced that it is maintaining its target for the overnight rate at 4 1/2 per cent. The operating band for the overnight rate is unchanged, and the Bank Rate remains at 4 3/4 per cent. Against a backdrop of robust global economic expansion and strong commodity prices, information received since the July Monetary Policy Report Update MPRU indicates that the Canadian economy is now operating further above its production potential than had been previously expected. The core rate of inflation, which has been above 2 per cent for the past year, was 2.2 per cent in August. Total consumer price inflation fell temporarily in August to 1.7 per cent, having been above the 2 per cent inflation target since the spring. Since the July MPRU , the outlook for the U.S. economy has weakened because of greater than expected slowing in the housing sector. The Bank has revised down its projection for U.S. growth to 1.9 per cent in 2007 and 2.1 per cent in 2008. U.S. growth is expected to pick up to 3 per cent in 2009. The Canadian dollar traded in a range of 93 to 95.5 cents U.S. in July and August, but since then it has appreciated sharply to as high as 1.03 dollars U.S. In the Bank's new base case projection, the Canadian dollar is assumed to average 98 cents, the mid point of the range since the July MPRU . As well, there has been a tightening of credit conditions stemming from the financial market developments this summer. For Canada, the Bank assumes that the cost of credit for firms and households relative to the overnight rate will be 25 basis points higher over the projection period than it was prior to the summer developments. Despite these tighter credit conditions, momentum in domestic demand in Canada is expected to remain strong. The combined effect of a weaker U.S. outlook and a higher assumed level of the Canadian dollar implies, however, that net exports will exert a more significant drag on the economy in 2008 and 2009 than previously expected. As a result, the Canadian economy is projected to grow by 2.6 per cent in 2007, 2.3 per cent in 2008, and 2.5 per cent in 2009. This growth profile implies that aggregate supply and demand will move back into balance in early 2009. Both core and total CPI inflation are projected to return to 2 per cent in the second half of 2008. In line with this projection, the Bank judges, at this time, that the current level of the target for the overnight rate is consistent with achieving the inflation target over the medium term. There are significant upside and downside risks to the Bank's inflation projection. On the upside, excess demand in the Canadian economy could persist longer than projected. This could come from two sources higher growth in household spending than projected and lower growth in productivity than assumed. On the downside, if the Canadian dollar exchange rate were to persist above the 98 cent U.S. level assumed over the projection horizon for reasons not associated with stronger than projected demand for Canadian products, Canadian output and inflation would be lower. In addition, the effect of the past appreciation of the Canadian dollar on demand and inflation could be stronger than expected and the effect of the weakness in the U.S. housing sector could be greater than anticipated. All factors considered, the Bank judges that the risks to its inflation projection are roughly balanced, with perhaps a slight tilt to the downside. A full update of the Bank's outlook for growth and inflation will be set out in the Monetary Policy Report , to be published on 18 October 2007."
2007-12-04,"The Bank of Canada today announced that it is lowering its target for the overnight rate by one quarter of one percentage point to 4 1/4 per cent. The operating band for the overnight rate is correspondingly lowered, and the Bank Rate is now 4 1/2 per cent. Since the October Monetary Policy Report MPR , there have been a number of economic and financial developments that have a bearing on the prospects for output and inflation in Canada. Consistent with the outlook in the MPR , the global economic expansion has remained robust and commodity prices have continued to be strong. The Canadian economy has been growing broadly in line with the Bank's expectations, reflecting in large part underlying strength in domestic demand. However, both total CPI inflation and core inflation in October, at 2.4 per cent and 1.8 per cent respectively, were below the Bank's expectations, reflecting increased competitive pressures related to the level of the Canadian dollar. The Bank now expects inflation over the next several months to be lower than was projected in the MPR . In the context of exceptional volatility in global financial markets, the Canadian dollar spiked well above parity with the U.S. dollar in November, but it has recently traded closer to the 98 cent U.S. level assumed in the October MPR . Overall, the Canadian economy continues to operate above its production capacity. Given the strength of domestic demand and weak productivity growth, there continue to be upside risks to the Bank's inflation projection. However, other developments since October suggest that the downside risks to the Bank's inflation projection have increased. Global financial market difficulties related to the valuation of structured products and anticipated losses on U.S. sub prime mortgages have worsened since mid October, and are expected to persist for a longer period of time. In these circumstances, bank funding costs have increased globally and in Canada, and credit conditions have tightened further. There is an increased risk to the prospects for demand for Canadian exports as the outlook for the U.S. economy, and in particular the U.S. housing sector, has weakened. All these factors considered, the Bank judges that there has been a shift to the downside in the balance of risks around its October projection for inflation through 2009. In light of this shift, the Bank has decided to lower the target for the overnight rate. At its next interest rate decision in January, the Bank will assess all economic and financial developments and the balance of risks. A full projection for the economy and inflation will be published in the Monetary Policy Report Update on 24 January 2008."
2008-01-22,"The Bank of Canada today announced that it is lowering its target for the overnight rate by one quarter of one percentage point to 4 per cent. The operating band for the overnight rate is correspondingly lowered, and the Bank Rate is now 4 1/4 per cent. In the second half of 2007, the Canadian economy grew broadly in line with the Bank's expectations in the October Monetary Policy Report MPR . Despite some slowing in growth in the fourth quarter, the Canadian economy continues to operate above its production capacity. Both core and total CPI inflation have been lower than projected in the MPR , largely reflecting a price level adjustment related to increased competitive pressures in the retail sector stemming from the level of the Canadian dollar. Financial market conditions have deteriorated since October, leading to a tightening of credit conditions in industrial countries. Given this, and a deeper, more prolonged decline in the U.S. residential housing sector, the 2008 outlook for the U.S. economy is now significantly weaker than at the time of the October MPR . For Canada, the effects of the weaker U.S. economic outlook will lead to additional downward pressure on export growth. However, despite tighter credit conditions, domestic demand in Canada is projected to remain strong. This strength is supported by continued income growth associated with the increase in commodity prices since October, which has led to further gains in our terms of trade. Overall, the Bank now projects weaker growth in 2008 than was expected in October, with the economy moving into modest excess supply in the second quarter of this year. Somewhat stronger growth in 2009 brings the Canadian economy back into balance in early 2010. The inflation projection has also been revised down since October, especially for 2008, primarily reflecting the price level adjustment noted above and the recent one percentage point cut in the GST. Both core and total CPI inflation should fall below 1 1/2 per cent by the middle of this year before returning to the 2 per cent target by the end of 2009. On the whole, the Bank judges that the risks to this inflation projection are roughly balanced. In line with this outlook, the Bank has decided to lower the target for the overnight rate and further monetary stimulus is likely to be required in the near term to keep aggregate supply and demand in balance and to return inflation to target over the medium term. The Bank's detailed projection for the economy and inflation, and risks to the projection, will be published in the Monetary Policy Report Update on 24 January 2008."
2008-03-04,"The Bank of Canada today announced that it is lowering its target for the overnight rate by one half of one percentage point to 3 1/2 per cent. The operating band for the overnight rate is correspondingly lowered, and the Bank Rate is now 3 3/4 per cent. Information received since the January Monetary Policy Report Update MPRU indicates that economic growth in Canada through the four quarters of 2007 was broadly in line with expectations. Domestic demand has remained buoyant, as rising commodity prices and high employment have continued to support income growth. Canada's net exports weakened further in the fourth quarter, reflecting the slowing U.S. economy and the impact of the past appreciation of the Canadian dollar. Overall, the Canadian economy remained above its production capacity at year end. Core and total CPI inflation at 1.4 per cent and 2.2 per cent, respectively, in January have also been consistent with the Bank's expectations. At the same time, there are clear signs that the U.S. economy is likely to experience a deeper and more prolonged slowdown than had been projected in January. This stems from further weakening in the residential housing market, which is adversely affecting other sectors of the U.S. economy and contributing to further tightening in credit conditions. The deterioration in economic and financial conditions in the United States can be expected to have significant spillover effects on the global economy. These developments suggest that important downside risks to Canada's economic outlook that were identified in the MPRU are materializing and, in some respects, intensifying. The Bank now judges that the balance of risks around its January projection for inflation has clearly shifted to the downside, and, as a result, the Bank is lowering the target for the overnight rate. Further monetary stimulus is likely to be required in the near term to keep aggregate supply and demand in balance and to achieve the 2 per cent inflation target over the medium term. The Bank will publish a new projection for the economy and inflation, including risks to the projection, in the Monetary Policy Report on 24 April 2008."
2008-04-22,"The Bank of Canada today announced that it is lowering its target for the overnight rate by one half of a percentage point to 3 per cent. The operating band for the overnight rate is correspondingly lowered, and the Bank Rate is now 3 1/4 per cent. Growth in the global economy has weakened, reflecting the effects of a sharp slowdown in the U.S. economy and ongoing dislocations in global financial markets. Growth in the Canadian economy has also moderated as buoyant growth in domestic demand, supported by high employment levels and improved terms of trade, has been substantially offset by the fall in net exports. While both total and core CPI inflation were running at about 1.5 per cent at the end of the first quarter, the underlying trend of inflation is judged to be about 2 per cent, consistent with an economy that was operating just above its production capacity. The Bank is now projecting a deeper and more protracted slowdown in the U.S. economy. This has direct consequences for the Canadian economic outlook, with declining exports projected to exert a significant drag on growth in 2008. In addition, tightening credit conditions and softening sentiment are expected to moderate business investment and consumer spending. Nevertheless, domestic demand is projected to remain strong, supported by firm commodity prices, high employment levels, and the effect of cumulative easing in monetary policy. The Bank projects that the Canadian economy will grow by 1.4 per cent this year, 2.4 per cent in 2009, and 3.3 per cent in 2010. Consistent with this growth profile, the economy moves into excess supply in the second quarter of 2008, and spare capacity continues to increase through early next year. However, a gradual recovery in the U.S. economy, a return to more normal credit conditions, and accommodative monetary policy should generate above potential growth and bring the economy back into balance around mid 2010. The recent price level adjustments for automobiles and the effect of past changes in indirect taxes will keep measured inflation below target through 2008. The emergence of excess supply in the economy should keep downward pressure on inflation through 2009. Both core and total inflation are projected to move up to 2 per cent in 2010, as the economy moves back into balance. There are both upside and downside risks to the Bank's new projection for inflation these risks appear to be balanced. In line with this outlook, some further monetary stimulus will likely be required to achieve the inflation target over the medium term. Given the cumulative reduction in the target for the overnight rate of 150 basis points since December, the timing of any further monetary stimulus will depend on the evolution of the global economy and domestic demand, and their impact on inflation in Canada. A full analysis of economic and financial developments, trends, and risks will be set out in the Bank's Monetary Policy Report , to be published on 24 April 2008."
