Date,Statement
2002/8/1,"At today's meeting, which was held in the form of a teleconference, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively."
2002/7/4,"At today's meeting, which was held in Luxembourg, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2002/6/6,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference  starting at 2.30 p.m. today."
2002/5/2,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2002/4/4,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2002/3/7,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2002/2/7,"At today's meeting, which was held in Maastricht, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2002/1/3,"At today's meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively.     The Governing Council also decided on an allotment amount of EUR 20 billion per operation for the longer-term refinancing operations to be conducted in 2002. This amount takes into consideration the expected liquidity needs of the euro area banking system in 2002 and the desire of the Eurosystem to continue to provide the bulk of refinancing of the financial sector through its main refinancing operations. The Governing Council may adjust the allotment amount in the course of the year in the event of unexpected developments in liquidity needs.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 3.00 p.m. today."
2003/12/4,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/11/6,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.      The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/10/2,"At today's meeting, which was held in Lisbon, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (C.E.T.) today."
2003/9/4,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.     The Vice-President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/7/31,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively."
2003/7/10,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.      The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/6/5,"At today's meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations will be reduced by 0.50 percentage point to 2.00%, starting from the operation to be settled on 9 June 2003.        The interest rate on the marginal lending facility will be reduced by 0.50 percentage point to 3.00%, with effect from 6 June 2003.        The interest rate on the deposit facility will be reduced by 0.50 percentage point to 1.00%, with effect from 6 June 2003.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/5/8,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.50%, 3.50% and 1.50% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/4/3,"At today's meeting, which was held in Rome, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.50%, 3.50% and 1.50% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/3/6,"At today's meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations will be reduced by 0.25 percentage point to 2.50%, starting from the operation to be settled on 12 March 2003.        The interest rate on the marginal lending facility will be reduced by 0.25 percentage point to 3.50%, with effect from 7 March 2003.        The interest rate on the deposit facility will be reduced by 0.25 percentage point to 1.50%, with effect from 7 March 2003.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/2/6,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.75%, 3.75% and 1.75% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2003/1/9,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.75%, 3.75% and 1.75% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/12/2,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/11/4,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/10/7,"At today¡¯s meeting, which was held in Brussels, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/9/2,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/8/5,"At today¡¯s meeting, which was held in the form of a teleconference, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively."
2004/7/1,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/6/3,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/5/6,"At today¡¯s meeting, which was held in Helsinki, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (C.E.T.) today."
2004/4/1,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/3/4,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/2/5,"At today's meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2004/1/8,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/12/1,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 0.25 percentage point to 2.25%, starting from the operation to be settled on 6 December 2005.        The interest rate on the marginal lending facility will be increased by 0.25 percentage point to 3.25%, with effect from 6 December 2005.        The interest rate on the deposit facility will be increased by 0.25 percentage point to 1.25%, with effect from 6 December 2005.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/11/3,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/10/6,"At today¡¯s meeting, which was held in Athens, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (C.E.T.) today."
2005/9/1,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/8/4,"At today¡¯s meeting, which was held in the form of a teleconference, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively."
2005/7/7,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/6/2,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/5/4,"At today¡¯s meeting, which was held in Berlin, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (C.E.T.) today."
2005/4/7,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/3/3,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/2/3,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2005/1/13,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.00%, 3.00% and 1.00% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2006/12/7,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 3.50%, starting from the operation to be settled on 13 December 2006.        The interest rate on the marginal lending facility will be increased by 25 basis points to 4.50%, with effect from 13 December 2006.        The interest rate on the deposit facility will be increased by 25 basis points to 2.50%, with effect from 13 December 2006.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2006/11/2,"At today¡¯s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.25%, 4.25% and 2.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2006/10/5,"At today¡¯s meeting, which was held in Paris, the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 3.25%, starting from the operation to be settled on 11 October 2006.        The interest rate on the marginal lending facility will be increased by 25 basis points to 4.25%, with effect from 11 October 2006.        The interest rate on the deposit facility will be increased by 25 basis points to 2.25%, with effect from 11 October 2006.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2006/8/31,"At today¡¯s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.00%, 4.00% and 2.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2006/8/3,"At today¡¯s meeting, the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 3.0%, starting from the operation to be settled on 9 August 2006.        The interest rate on the marginal lending facility will be increased by 25 basis points to 4.0%, with effect from 9 August 2006.        The interest rate on the deposit facility will be increased by 25 basis points to 2.0%, with effect from 9 August 2006.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2006/7/6,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.75%, 3.75% and 1.75% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2006/6/8,"At today¡¯s meeting, which was held in Madrid, the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 2.75%, starting from the operation to be settled on 15 June 2006.        The interest rate on the marginal lending facility will be increased by 25 basis points to 3.75%, with effect from 15 June 2006.        The interest rate on the deposit facility will be increased by 25 basis points to 1.75%, with effect from 15 June 2006.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2006/5/4,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.50%, 3.50% and 1.50% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2006/4/6,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.50%, 3.50% and 1.50% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2006/3/2,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 2.50%, starting from the operation to be settled on 8 March 2006.        The interest rate on the marginal lending facility will be increased by 25 basis points to 3.50%, with effect from 8 March 2006.        The interest rate on the deposit facility will be increased by 25 basis points to 1.50%, with effect from 8 March 2006.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2006/2/2,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.25%, 3.25% and 1.25% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2006/1/12,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 2.25%, 3.25% and 1.25% respectively.    The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. today."
2007/12/6,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2007/11/8,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2007/10/4,"At today¡¯s meeting, which was held in Vienna, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2007/9/6,"At today¡¯s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2007/8/2,"At today¡¯s meeting, which was held in the form of a teleconference, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively."
2007/7/5,"At today¡¯s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2007/6/6,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 4.00%, starting from the operation to be settled on 13 June 2007.        The interest rate on the marginal lending facility will be increased by 25 basis points to 5.00%, with effect from 13 June 2007.        The interest rate on the deposit facility will be increased by 25 basis points to 3.00%, with effect from 13 June 2007.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2007/5/10,"At today¡¯s meeting, which was held in Dublin, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2007/4/12,"At today¡¯s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2007/3/8,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 3.75%, starting from the operation to be settled on 14 March 2007.        The interest rate on the marginal lending facility will be increased by 25 basis points to 4.75%, with effect from 14 March 2007.        The interest rate on the deposit facility will be increased by 25 basis points to 2.75%, with effect from 14 March 2007.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2007/2/8,"At today¡¯s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.50%, 4.50% and 2.50% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2007/1/11,"At today¡¯s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.50%, 4.50% and 2.50% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2008/12/4,"At today¡¯s meeting, which was held in Brussels, the Governing Council of the ECB took the following monetary policy decisions:                 The interest rate on the main refinancing operations of the Eurosystem will be decreased by 75 basis points to 2.50%, starting from the operation to be settled on 10 December 2008.        The interest rate on the marginal lending facility will be decreased by 75 basis points to 3.00%, with effect from 10 December 2008.        The interest rate on the deposit facility will be decreased by 75 basis points to 2.00%, with effect from 10 December 2008.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2008/11/6,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be decreased by 50 basis points to 3.25%, starting from the operation to be settled on 12 November 2008.       The interest rate on the marginal lending facility will be decreased by 50 basis points to 3.75%, with effect from 12 November 2008.       The interest rate on the deposit facility will be decreased by 50 basis points to 2.75%, with effect from 12 November 2008.                The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2008/10/8,"Throughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets.      Inflationary pressures have started to moderate in a number of countries, partly reflecting a marked decline in energy and other commodity prices. Inflation expectations are diminishing and remain anchored to price stability. The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.      Some easing of global monetary conditions is therefore warranted. Accordingly, the Bank of Canada, the Bank of England, the European Central Bank (ECB), the Federal Reserve, Sveriges Riksbank and the Swiss National Bank are today announcing reductions in policy interest rates. The Bank of Japan expresses its strong support of these policy actions.      The Governing Council of the ECB, by means of teleconferencing, has taken the following monetary policy decisions:                The minimum bid rate on the main refinancing operations of the Eurosystem will be reduced by 50 basis points to 3.75 %, with effect from the main refinancing operation to be settled on 15 October 2008.        The interest rate on the marginal lending facility will be reduced by 50 basis points to 4.75 %, with immediate effect.        The interest rate on the deposit facility will be reduced by 50 basis points to 2.75 %, with immediate effect.                 In the euro area, upside inflationary risks have recently decreased further. It remains imperative to avoid broad-based second-round effects in price and wage-setting. Keeping inflation expectations firmly anchored in line with our objective and securing price stability in the medium term will support sustainable growth and employment and contribute to financial stability.     Information on the actions taken by the other central banks is available at the following websites:     Bank of Canada: www.bank-banque-canada.ca      Bank of England: www.bankofengland.co.uk      Federal Reserve Board: http://www.federalreserve.gov       Sveriges Riksbank: www.riksbank.com      Swiss National Bank: www.snb.ch      Bank of Japan: www.boj.or.jp"
2008/10/2,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2008/9/4,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2008/8/7,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2008/7/3,"At today¡¯s meeting the Governing Council of the ECB took the following monetary policy decisions:                 The minimum bid rate on the main refinancing operations of the Eurosystem will be increased by 25 basis points to 4.25%, starting from the operation to be settled on 9 July 2008.        The interest rate on the marginal lending facility will be increased by 25 basis points to 5.25%, with effect from 9 July 2008.        The interest rate on the deposit facility will be increased by 25 basis points to 3.25%, with effect from 9 July 2008.                 The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2008/6/5,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2008/5/8,"At today¡¯s meeting, which was held in Athens, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2008/4/10,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today."
2008/3/6,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2008/2/7,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2008/1/10,"At today¡¯s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today."
2009/12/3,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
2009/11/5,"At today¡¯s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively.     The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today."
